Participant name,fixation_count_z,mean_fixation_duration_z,mean_saccade_duration_z,saccade_count_z,total_fixation_duration_z,total_saccade_duration_z
1A,1.2261323766494554,-0.34880816616307925,-0.6154092576585687,1.7673182493693573,0.5679032254529688,1.5275155945549332
2A,-0.11106663036627014,1.7564928191592881,1.1460332404004223,-0.3582001811954644,0.8614341127129922,-0.07905852121385254
3A,-1.4374599888404545,-1.1693492676805288,-1.6378610242895446,-1.0716402115103976,-1.5305794759643012,-1.4061222402122653
4A,-0.6652420341395983,-0.5648616749416661,0.47518514295866926,-0.6897573737069687,-0.8403387165284193,-0.6052778449713089
Pilot2,0.987636276696867,0.3265262896259831,0.6320518985890234,0.35227951704347327,0.9415808543267585,0.5629430118424924
